AllocateNodeId,6360
CloseSubstate,339
CreateNode,10112
DropNode,9396
EmitEvent,8
Invoke,25
LockFee,1
OpenSubstate,339
QueryActor,13
ReadSubstate,340
RunWasmCode,118507
TxBaseCost,50000
TxPayloadCost,1765
TxSignatureVerification,100000
WriteSubstate,38
